cv_id,subject,author_name,author_uri,recipient_name,recipient_uri,date,place_label,place_uri,lat,long,mentioned_people,mentioned_orgs,mentioned_places,mentioned_events,mentioned_dates,text_file
CV-222,Carta CV-222 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1837-08-13,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Felizardo Rodrigues Braga|https://carlamenegat.github.io/VarelaDigital/person/felizardo_rodrigues_braga|Felizardo;João José Victorica|https://carlamenegat.github.io/VarelaDigital/person/joao_jose_victorica|Juan José Victorica§Dom Júan José Victorica;Torquato|https://carlamenegat.github.io/VarelaDigital/person/torquato,,Montevideo|https://www.geonames.org/3441575/montevideo.html|Montevidéu;Piratini|https://www.geonames.org/3453524/piratini.html,,1837-08-13;1978;2025-09-11;2026-01-03,CV-222.xml
CV-223,Carta CV-223 – Domingos José de Almeida para João Antônio da Silveira,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1837-08-27,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;João Antônio da Silveira|https://www.wikidata.org/wiki/Q16940348,,Piratini|https://www.geonames.org/3453524/piratini.html,,1837-08-27;1978;2025-09-11;2026-01-03,CV-223.xml
CV-224,Carta CV-224 – Antônio Vicente de Siqueira Pereira Leitão para João Antônio da Silveira,Antônio Vicente de Siqueira Pereira Leitão,https://carlamenegat.github.io/VarelaDigital/person/antonio_vicente_siqueira_pereira_leitao,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1837-08-31,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Antônio Vicente de Siqueira Pereira Leitão|https://www.wikidata.org/wiki/Q9623076;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;João Antônio da Silveira|https://www.wikidata.org/wiki/Q16940348|Coronel João Antônio da Silveira,Coluna do Centro|https://carlamenegat.github.io/VarelaDigital/org/coluna_centro,Piratini|https://www.geonames.org/3453524/piratini.html,,1837-08-31;1978;2025-09-11;2026-01-03,CV-224.xml
CV-225,Carta CV-225 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1837-09-12,,,,,Belém|https://carlamenegat.github.io/VarelaDigital/person/belem;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;João Pedro Ramirez|https://carlamenegat.github.io/VarelaDigital/person/joao_pedro_ramirez|Ramirez;José|https://carlamenegat.github.io/VarelaDigital/person/jose_escravo,,Lagoa dos Patos|https://www.geonames.org/12070278/lagoa-dos-patos.html;Montevideo|https://www.geonames.org/3441575/montevideo.html|Montevidéu,,1837-09-12;1978;2025-09-11;2026-01-03,CV-225.xml
CV-226,Carta CV-226 – Domingos José de Almeida para Inácio José de Oliveira Guimarães,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes,1837-09-14,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;Inácio José de Oliveira Guimarães|https://www.wikidata.org/wiki/Q10303358,,Piratini|https://www.geonames.org/3453524/piratini.html;São Lourenço|https://www.geonames.org/3448596/sao-lourenco-do-sul.html|Boqueirão§São Lourenço do Sul,,1837-09-14;1837-09-28;1978;2025-09-11;2026-01-03,CV-226.xml
CV-227,Carta CV-227 – Inácio José de Oliveira Guimarães para Domingos José de Almeida,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1837-10-12,,,,,Inácio José de Oliveira Guimarães|https://www.wikidata.org/wiki/Q10303358,,,,1837-10-12;1978;2025-09-11;2026-01-03,CV-227.xml
CV-228,Carta CV-228 – Relação de subscrição do Distrito do Boqueirão,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes,,,1837-10-12,,,,,Albertino Lopes Soares|https://carlamenegat.github.io/VarelaDigital/person/albertino_lopes_soares;Aleixo Gonçalves Moreira|https://carlamenegat.github.io/VarelaDigital/person/aleixo_goncalves_moreira;Américo Pereira da Silva|https://carlamenegat.github.io/VarelaDigital/person/americo_pereira_silva;Ana Joaquina da Silva Santos|https://carlamenegat.github.io/VarelaDigital/person/ana_joaquina_silva_santos;Antônio Cardoso Osório|https://carlamenegat.github.io/VarelaDigital/person/antonio_cardoso_osorio;Antônio Francisco Pinto de Oliveira|https://carlamenegat.github.io/VarelaDigital/person/antonio_francisco_pinto_oliveira;Antônio José do Vale|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_vale;Antônio Manuel Rodrigues de Carvalho|https://carlamenegat.github.io/VarelaDigital/person/antonio_manuel_rodrigues_carvalho;Baltasar José Rodrigues Soares|https://carlamenegat.github.io/VarelaDigital/person/baltasar_jose_rodrigues_soares;Baltasar José Rodrigues Soares Filho|https://carlamenegat.github.io/VarelaDigital/person/baltasar_jose_rodrigues_soares_filho;Bernardino Soares da Silva|https://carlamenegat.github.io/VarelaDigital/person/bernardino_soares_silva;David Silveira Duarte|https://carlamenegat.github.io/VarelaDigital/person/david_silveira_duarte;Felício Soares da Silva|https://carlamenegat.github.io/VarelaDigital/person/felicio_soares_silva;Francisco José de Araújo|https://carlamenegat.github.io/VarelaDigital/person/francisco_jose_araujo;Francisco José de Vargas|https://carlamenegat.github.io/VarelaDigital/person/francisco_jose_vargas;Francisco Tomás da Cunha|https://carlamenegat.github.io/VarelaDigital/person/francisco_tomas_cunha;Francisco Vilela Moreira|https://carlamenegat.github.io/VarelaDigital/person/francisco_vilela_moreira;Guiomar Maria Soares|https://carlamenegat.github.io/VarelaDigital/person/guiomar_maria_soares;Inácio José de Oliveira Guimarães|https://www.wikidata.org/wiki/Q10303358;Inácio José de Mendonça|https://carlamenegat.github.io/VarelaDigital/person/inacio_jose_mendonca;Jerônimo Ribeiro da Silva|https://carlamenegat.github.io/VarelaDigital/person/jeronimo_ribeiro_silva;João Batista Barbosa|https://carlamenegat.github.io/VarelaDigital/person/joao_batista_barbosa;João Batista Vitor|https://carlamenegat.github.io/VarelaDigital/person/joao_batista_vitor;João Manuel Fernandes|https://carlamenegat.github.io/VarelaDigital/person/joao_manuel_fernandes;João Nunes da Silva|https://carlamenegat.github.io/VarelaDigital/person/joao_nunes_silva;João Pereira da Silva|https://carlamenegat.github.io/VarelaDigital/person/joao_pereira_silva;Joaquim Antônio Fagundes|https://carlamenegat.github.io/VarelaDigital/person/joaquim_antonio_fagundes;Joaquim Vieira Braga|https://carlamenegat.github.io/VarelaDigital/person/joaquim_vieira_braga;José Bernardes Rodrigues Martins|https://carlamenegat.github.io/VarelaDigital/person/jose_bernardes_rodrigues_martins;Luís Pimenta de Sampaio|https://carlamenegat.github.io/VarelaDigital/person/luis_pimenta_sampaio;Manoel Martins Porto|https://carlamenegat.github.io/VarelaDigital/person/manoel_martins_porto;Manoel Soares da Silva|https://carlamenegat.github.io/VarelaDigital/person/manoel_soares_silva;Manuel Rodrigues Mendes|https://carlamenegat.github.io/VarelaDigital/person/manuel_rodrigues_mendes;Melchior Cardoso Osório|https://carlamenegat.github.io/VarelaDigital/person/melchior_cardoso_osorio;Simão José da Silva|https://carlamenegat.github.io/VarelaDigital/person/simao_jose_silva;Tomás Cardoso Osório|https://carlamenegat.github.io/VarelaDigital/person/tomas_cardoso_osorio,,São Lourenço|https://www.geonames.org/3448596/sao-lourenco-do-sul.html|Boqueirão§São Lourenço do Sul,,1837-10-01;1837-10-12;1978;2025-09-11;2026-01-03,CV-228.xml
CV-229,CV-229 — Carta de Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1837-10-24,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Carlota|https://carlamenegat.github.io/VarelaDigital/person/carlota;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Florisbelo dos Santos Pereira|https://carlamenegat.github.io/VarelaDigital/person/florisbelo_santos_pereira|Florisbelo;João da Cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_cunha;João Manuel de Lima e Silva|https://www.wikidata.org/wiki/Q10311815|Lima;Maria José|https://carlamenegat.github.io/VarelaDigital/person/maria_jose,,,,1837-10-24;1978;2025-09-11;2026-01-03,CV-229.xml
CV-23,CV-23 – Carta de Antônio Francisco dos Santos Abreu a Domingos José de Almeida,Antônio Francisco dos Santos Abreu,https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1843-05-29,São Lourenço,https://www.geonames.org/3448596/sao-lourenco-do-sul.html,-31.3625,-51.9717,Antônio Francisco dos Santos Abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida,,Jaguarão|https://www.geonames.org/3460232/jaguarao.html|Jaguarão Chico;São Lourenço|https://www.geonames.org/3448596/sao-lourenco-do-sul.html|Boqueirão§São Lourenço do Sul,,1843-04-14;1843-04-29;1843-05-29;1978;2025-06-20;2025-11-25,CV-23.xml
CV-230,CV-230 — Carta de Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1837-11-15,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Bento Gonçalves da Silva|https://www.wikidata.org/wiki/Q1789375|Bento Gonçalves;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida,,Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1837-11-15;1978;2025-09-11;2026-01-03,CV-230.xml
CV-231,CV-231 — Carta de Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1837-11-23,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Bernardino Rodrigues Barcelos Filho|https://carlamenegat.github.io/VarelaDigital/person/bernardino_rodrigues_barcelos_filho|Bernardino;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Fructuoso Rivera|https://www.wikidata.org/wiki/Q467976|José Fructuoso Rivera§Don Frutos§Fructo;Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/joaquim_barcelos|Joaquim;Juca Neto|https://carlamenegat.github.io/VarelaDigital/person/juca_neto;Maia|https://carlamenegat.github.io/VarelaDigital/person/maia;Manuel Oribe|https://www.wikidata.org/wiki/Q467987|Manuel Ceferino Oribe y Viana§Oribe;Varejão|https://carlamenegat.github.io/VarelaDigital/person/varejao,,Estado Oriental|https://www.geonames.org/3439705/oriental-republic-of-uruguay.html|Cisplatina§Republica Oriental do Uruguai§Uruguay,,1837-11-23;1978;2025-09-11;2026-01-03,CV-231.xml
CV-232,Carta CV-232 – Domingos Jose de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1837-11-24,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Bento Gonçalves da Silva|https://www.wikidata.org/wiki/Q1789375|Bento Gonçalves;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558|Sra.Senhora D. Bernardina Barcelos de Almeida;Dom Lourenço|https://carlamenegat.github.io/VarelaDigital/person/dom_lourenco;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Granja|https://carlamenegat.github.io/VarelaDigital/person/granja;João da Cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_cunha;João José Damasceno|https://carlamenegat.github.io/VarelaDigital/person/joao_jose_damasceno|Damasceno;José Joaquim da Silva Maia|https://carlamenegat.github.io/VarelaDigital/person/jose_joaquim_silva_maia|Maia;Pedro Lopes|https://carlamenegat.github.io/VarelaDigital/person/pedro_lopes;Varejão|https://carlamenegat.github.io/VarelaDigital/person/varejao,,Pedras Altas|https://www.geonames.org/3454426/pedras-altas.html;Piratini|https://www.geonames.org/3453524/piratini.html,,1837-11-24;1978;2025-09-11;2026-01-03,CV-232.xml
CV-233,Carta CV-233 – Domingos Jose de Almeida para João José Damasceno,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,João José Damasceno,https://carlamenegat.github.io/VarelaDigital/person/joao_jose_damasceno,1837-12-12,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;João José Damasceno|https://carlamenegat.github.io/VarelaDigital/person/joao_jose_damasceno|Damasceno;José Inácio da Cunha|https://carlamenegat.github.io/VarelaDigital/person/jose_inacio_cunha,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Piratini|https://www.geonames.org/3453524/piratini.html,,1837-12-12;1978;2025-09-11;2026-01-03,CV-233.xml
CV-234,Carta CV-234 – Domingos Jose de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1837-12-14,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Bento Gonçalves da Silva|https://www.wikidata.org/wiki/Q1789375|Bento Gonçalves;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558|Sra.Senhora D. Bernardina Barcelos de Almeida;Carlota|https://carlamenegat.github.io/VarelaDigital/person/carlota;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;José Rodrigues Chaves|https://carlamenegat.github.io/VarelaDigital/person/jose_rodrigues_chaves|José Rodrigues;Peçanha|https://carlamenegat.github.io/VarelaDigital/person/pecanha,,Pedras Altas|https://www.geonames.org/3454426/pedras-altas.html;Piratini|https://www.geonames.org/3453524/piratini.html,,1837-12-14;1978;2025-09-11;2026-01-03,CV-234.xml
CV-235,CV-235 - Conta de despesas e pagamentos,,,,,1838-03-18,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Anacleto José de Matos|https://carlamenegat.github.io/VarelaDigital/person/anacleto_jose_matos;Antônio Francisco dos Santos Abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu;Bento Joaquim de Chaves|https://carlamenegat.github.io/VarelaDigital/person/bento_joaquim_chaves|Alferes Bento Joaquim de Chaves;D. Pedro|https://carlamenegat.github.io/VarelaDigital/person/d_pedro;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;Francisco Gonçalves Meireles|https://carlamenegat.github.io/VarelaDigital/person/francisco_goncalves_meireles;Gaspar Gomes Dias|https://carlamenegat.github.io/VarelaDigital/person/gaspar_gomes_dias;Isaías Antônio da Silva|https://carlamenegat.github.io/VarelaDigital/person/isaias_antonio_silva;João José Victorica|https://carlamenegat.github.io/VarelaDigital/person/joao_jose_victorica|Juan José Victorica;Joaquim Francisco Botelho|https://carlamenegat.github.io/VarelaDigital/person/joaquim_francisco_botelho|Tenente Joaquim Francisco Botelho;Joaquim Máximo Lobato|https://carlamenegat.github.io/VarelaDigital/person/joaquim_maximo_lobato|Tenente Joaquim Máximo Lobato;Joaquim dos Santos de Faria|https://carlamenegat.github.io/VarelaDigital/person/joaquim_santos_faria;José Gomes Ferreira Guimarães Cabeça|https://carlamenegat.github.io/VarelaDigital/person/jose_gomes_ferreira_guimaraes_cabeca;José Joaquim da Silva Maia|https://carlamenegat.github.io/VarelaDigital/person/jose_joaquim_silva_maia;José Manuel de Leão|https://carlamenegat.github.io/VarelaDigital/person/jose_manuel_de_leao|Juca Leão§Coronel José Manoel de Leão;José Maria Olave|https://carlamenegat.github.io/VarelaDigital/person/jose_maria_olave;Leandro José da Costa|https://carlamenegat.github.io/VarelaDigital/person/leandro_jose_costa|Tenente Leandro José da Costa;Luís Briano de Matos|https://carlamenegat.github.io/VarelaDigital/person/luis_briano_matos;Mariano Glória|https://carlamenegat.github.io/VarelaDigital/person/mariano_gloria|Major Mariano Glória;Pedro José de Lima|https://carlamenegat.github.io/VarelaDigital/person/pedro_jose_lima;Roberto Bare|https://carlamenegat.github.io/VarelaDigital/person/roberto_bare;Silvano José Monteiro de Araújo e Paula|https://carlamenegat.github.io/VarelaDigital/person/silvano_monteiro_araujo|Tenente-coronel Silvano José Monteiro de Araújo e Paula;Tomás da Silva Ramos|https://carlamenegat.github.io/VarelaDigital/person/tomas_silva_ramos|Tenente Tomás da Silva Ramos;Vilaça|https://carlamenegat.github.io/VarelaDigital/person/vilaca,,Piratini|https://www.geonames.org/3453524/piratini.html,,1838-03-18;1838-04-06;1978;2025-09-13;2026-01-07,CV-235.xml
CV-236,Carta CV-236 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1838-03-26,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Bento Gonçalves da Silva|https://www.wikidata.org/wiki/Q1789375|Bento;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558|Sra.Senhora Bernardina Barcelos de Almeida;Bernardino Rodrigues Barcelos Filho|https://carlamenegat.github.io/VarelaDigital/person/bernardino_rodrigues_barcelos_filho|Bernardino;Catraio|https://carlamenegat.github.io/VarelaDigital/person/catraio;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Epaminondas|https://carlamenegat.github.io/VarelaDigital/person/epaminondas_almeida;José|https://carlamenegat.github.io/VarelaDigital/person/jose_escravo;Mateus Gomes Viana|https://carlamenegat.github.io/VarelaDigital/person/mateus_gomes|Mateus Gomes§Mateus;Domingos Almeida Filho|https://carlamenegat.github.io/VarelaDigital/person/mingote|Mingote,,Bom Retiro||Feliz Retiro;Piratini|https://www.geonames.org/3453524/piratini.html,,1838-03-26;1978;2025-09-14;2026-01-08,CV-236.xml
CV-237,Carta CV-237 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1838-03-30,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558|Sra.Senhora Bernardina Barcelos de Almeida;Bruto|https://carlamenegat.github.io/VarelaDigital/person/bruto_almeida;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Militão|https://carlamenegat.github.io/VarelaDigital/person/militao|Sr.Senhor Militão,,Bom Retiro||Feliz Retiro;Piratini|https://www.geonames.org/3453524/piratini.html,,1838-03-30;1978;2025-09-15;2026-01-08,CV-237.xml
CV-238,Ofício CV-238 – Domingos José de Almeida,Domingos José de Almeida,,,,1838-04-05,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073,Secretaria de Estado dos Negócios da Fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretaria_fazenda,Piratini|https://www.geonames.org/3453524/piratini.html,,1836-11-11;1837-04-05;1838-04-05;1838-05-01;1978;2025-09-15;2026-01-08,CV-238.xml
CV-239,Ofício CV-239 – Domingos José de Almeida para Inácio José de Oliveira Guimarães,Domingos José de Almeida,,,,1838-04-11,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;Inácio José de Oliveira Guimarães|https://www.wikidata.org/wiki/Q10303358;Pedro Rodrigues de Quevedo|https://carlamenegat.github.io/VarelaDigital/person/pedro_rodrigues_quevedo|Capitão Pedro Rodrigues de Quevedo,Secretaria de Estado dos Negócios da Fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretaria_fazenda,Piratini|https://www.geonames.org/3453524/piratini.html,,1838-04-11;1838-04-19;1978;2025-09-15;2026-01-08,CV-239.xml
CV-24,CV-24 – Carta de Antônio Francisco dos Santos Abreu a Domingos José de Almeida,Antônio Francisco dos Santos Abreu,https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1845-04-20,São Lourenço,https://www.geonames.org/3448596/sao-lourenco-do-sul.html,-31.3625,-51.9717,Alberto|https://carlamenegat.github.io/VarelaDigital/person/alberto_escravo;Antônio Francisco dos Santos Abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu;Bento Gonçalves da Silva|https://www.wikidata.org/wiki/Q1789375|Bento;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Fermiano|https://carlamenegat.github.io/VarelaDigital/person/fermiano_escravo;Joaquim|https://carlamenegat.github.io/VarelaDigital/person/joaquim_escravo;José|https://carlamenegat.github.io/VarelaDigital/person/jose_escravo;Pedro|https://carlamenegat.github.io/VarelaDigital/person/pedro_escravo;Viana|https://carlamenegat.github.io/VarelaDigital/person/viana_contador,,Cristal|https://www.geonames.org/6323411/cristal.html;Jaguarão|https://www.geonames.org/3460232/jaguarao.html;São Gabriel|https://www.geonames.org/3449099/sao-gabriel.html;São Lourenço|https://www.geonames.org/3448596/sao-lourenco-do-sul.html|Boqueirão§São Lourenço do Sul,,1835-03-15;1836-10-12;1845-04-20;1978;2025-06-20;2025-11-25,CV-24.xml
CV-240,Ofício CV-240 – Domingos José de Almeida para Vasco Madruga de Bitancurt,Domingos José de Almeida,,,,1838-04-17,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;Vasco Madruga de Bitancurt|https://carlamenegat.github.io/VarelaDigital/person/vasco_madruga_bitancurt,Secretaria de Estado dos Negócios da Fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretaria_fazenda|Secretaria da Fazenda,Erval|https://www.geonames.org/3461679/herval.html|Herval;Jaguarão|https://www.geonames.org/3460232/jaguarao.html;Piratini|https://www.geonames.org/3453524/piratini.html,,1838-04-17;1978;2025-09-15;2026-01-08,CV-240.xml
CV-241,Carta CV-241 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1838-05-07,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Bernardino Rodrigues Barcelos Filho|https://carlamenegat.github.io/VarelaDigital/person/bernardino_rodrigues_barcelos_filho|Bernardino;D. Francisca|https://carlamenegat.github.io/VarelaDigital/person/d_francisca|Chiquinha;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Felicíssimo|https://carlamenegat.github.io/VarelaDigital/person/felicissimo|Tenente-coronel Felicissimo;Jacinto Guedes da Luz|https://carlamenegat.github.io/VarelaDigital/person/jacinto_guedes|Tenente-coronel Guedes;João da Costa|https://carlamenegat.github.io/VarelaDigital/person/joao_da_costa;José Rodrigues Chaves|https://carlamenegat.github.io/VarelaDigital/person/jose_rodrigues_chaves;Maria Francisca Antunes Maciel|https://carlamenegat.github.io/VarelaDigital/person/maria_francisca_antunes_maciel|Marucas§Prima Marucas;Mateus Gomes Viana|https://carlamenegat.github.io/VarelaDigital/person/mateus_gomes|Mateus Gomes§Mateus;João da Silva Tavares|https://www.wikidata.org/wiki/Q10312398|Silva Tavares,,Bom Retiro|;Piratini|https://www.geonames.org/3453524/piratini.html,,1838-05-07;1978;2025-09-15;2026-01-08,CV-241.xml
CV-242,Carta CV-242 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1838-05-23,Piratini,https://www.geonames.org/3453524/piratini.html,-31.4474,-53.0963,Aristides|https://carlamenegat.github.io/VarelaDigital/person/aristides_almeida;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;D. Francisca|https://carlamenegat.github.io/VarelaDigital/person/d_francisca|Chiquinha;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Epaminondas|https://carlamenegat.github.io/VarelaDigital/person/epaminondas_almeida;Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/joaquim_barcelos|Joaquim;José Rodrigues Chaves|https://carlamenegat.github.io/VarelaDigital/person/jose_rodrigues_chaves|José Rodrigues;Zeferino|https://carlamenegat.github.io/VarelaDigital/person/zeferino|Capitão Zeferino,,Bom Retiro|;Piratini|https://www.geonames.org/3453524/piratini.html;Rio Pardo|https://www.geonames.org/3451102/rio-pardo.html;Estado Oriental|https://www.geonames.org/3439705/oriental-republic-of-uruguay.html|Cisplatina§Republica Oriental do Uruguai§Uruguay,,1838-05-23;1978;2025-09-15;2026-01-08,CV-242.xml
