cv_id,subject,author_name,author_uri,recipient_name,recipient_uri,date,place_label,place_uri,lat,long,mentioned_people,mentioned_orgs,mentioned_places,mentioned_events,mentioned_dates,text_file
CV-251,Carta CV-251 – Domingos José de Almeida para Vasco Madruga de Bitancurt,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Vasco Madruga de Bitancurt,https://carlamenegat.github.io/VarelaDigital/person/vasco_madruga,1838-08-28,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;vasco_madruga_bitancurt|https://carlamenegat.github.io/VarelaDigital/person/vasco_madruga_bitancurt|Vasco Madruga de Bitancurt,,erval||Erval;piratini||Piratini,,1838-07-08;1838-08-28;1978;2025-09-15;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-251.xml
CV-252a,Carta CV-252 – Domingos José de Almeida e Bento Gonçalves da Silva,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bento Gonçalves da Silva,https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves,,,,,,bento_goncalves|https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves|B. G. Silva;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;felix_cunha|https://carlamenegat.github.io/VarelaDigital/person/felix_cunha|Félix,,,,1978;2025-09-18;2026-01-09,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-252.xml
CV-253,Carta CV-253 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1838-09-03,Piratini,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;carlota|https://carlamenegat.github.io/VarelaDigital/person/carlota|Carlota;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;fructuoso_rivera|https://carlamenegat.github.io/VarelaDigital/person/fructuoso_rivera|Fructo;joao_barcelos|https://carlamenegat.github.io/VarelaDigital/person/joao_barcelos|João;jose_mariano_matos|https://carlamenegat.github.io/VarelaDigital/person/jose_mariano_matos|José Mariano de Matos;jose_rodrigues_chaves|https://carlamenegat.github.io/VarelaDigital/person/jose_rodrigues_chaves|Chaves§José Rodrigues Chaves;manuel_campis|https://carlamenegat.github.io/VarelaDigital/person/manuel_campis|Manuel Campis;manuel_oribe|https://carlamenegat.github.io/VarelaDigital/person/manuel_oribe|Ramirez,exercito_farroupilha|https://carlamenegat.github.io/VarelaDigital/org/exercito_farroupilha|Exército,montevideu||Montevidéu;paysandu||Sandú;piratini||Piratini,,1838-09-03;1978;2025-09-15;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-253.xml
CV-254,Ofício CV-254 – Domingos José de Almeida sobre assinaturas de jornal oficial,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,,,1838-09-04,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;rossetti|https://carlamenegat.github.io/VarelaDigital/person/rossetti|Luís Rossetti,exercito_farroupilha|https://carlamenegat.github.io/VarelaDigital/org/exercito_farroupilha|Exército Republicano;periodico_povo|https://carlamenegat.github.io/VarelaDigital/org/periodico_povo|jornal,piratini||Piratini,,1837-09-04;1837-09-10;1838-09-04;1978;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-254.xml
CV-255,Carta CV-255 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1838-09-17,Piratini,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;bruto_almeida|https://carlamenegat.github.io/VarelaDigital/person/bruto_almeida|Bruto;carlota|https://carlamenegat.github.io/VarelaDigital/person/carlota|Carlota;catraio|https://carlamenegat.github.io/VarelaDigital/person/catraio|Catraio;custodia_almeida|https://carlamenegat.github.io/VarelaDigital/person/custodia_almeida|Custódia;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida,,bom_retiro||Bom Retiro;piratini||Piratini,,1838-09-17;1978;2025-09-15;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-255.xml
CV-256a,Carta CV-256 – Domingos José de Almeida ao Presidente do Estado,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bento Gonçalves da Silva,https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves,1838-09-20,Piratini,,,,araujo_|https://carlamenegat.github.io/VarelaDigital/person/araujo_|Araújo;bento_goncalves|https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves|B. G. Silva;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;joao_manuel_lima_silva|https://carlamenegat.github.io/VarelaDigital/person/joao_manuel_lima_silva|General Lima;joao_santos_quiminda|https://carlamenegat.github.io/VarelaDigital/person/joao_santos_quiminda|João dos Santos Quimindá§Quimindá,,piratini||Piratini,,1838-09-20;1978;2025-09-15;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-256.xml
CV-257,Carta CV-257 – Encaminhamento de circular sobre exportação ilegal de gado,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Serafim dos Anjos França,https://carlamenegat.github.io/VarelaDigital/person/serafim_dos_anjos_franca,1838-10-05,Piratini,,,,antonio_francisco_reis|https://carlamenegat.github.io/VarelaDigital/person/antonio_francisco_reis|O Escriturário Antônio Francisco dos Reis;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;serafim_dos_anjos_franca|https://carlamenegat.github.io/VarelaDigital/person/serafim_dos_anjos_franca|Serafim dos Anjos França;v_s_cunha_filho|https://carlamenegat.github.io/VarelaDigital/person/v_s_cunha_filho|V. S.Vossa Senhoria da Cunha Filho,,piratini||Piratini,,1838-10-05;1978;2025-09-15;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-257.xml
CV-258,Circular CV-258 – Apreensão e venda de couros exportados sem guia,Domingos José de Almeida,,,,1838-10-05,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida,,piratini||Piratini,,1838-10-05;1978;2025-09-15;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-258.xml
CV-259,Ofício CV-259 — Sobre os efeitos apresados na sumaca “Mineira”,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,,,1838-10-18,Piratini,,,,antonia_gonçalves_silva|https://carlamenegat.github.io/VarelaDigital/person/antonia_gonçalves_silva|D. Antônia;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;francisco_antonio_machado|https://carlamenegat.github.io/VarelaDigital/person/francisco_antonio_machado|Francisco Antônio Machado;manuel_silva_pacheco|https://carlamenegat.github.io/VarelaDigital/person/manuel_silva_pacheco|Manuel da Silva Pacheco,,barra_camaqua||Barra de Camaquã;passo_mendonca||Passo do Mendonça;piratini||Piratini;sao_joao||São João,,1838-10-18;1978;2025-09-15;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-259.xml
CV-26,Carta CV-26 – Antônio José de Abreu para Domingos José de Almeida,Antônio José de Abreu,https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_abreu,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1840-04-21,,,,,antonio_jose_abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_abreu|Amigo muito antigo e obrigadoAntônio José de Abreu;domingos_jose_de_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_de_almeida|Domingos José de Almeida,,,,1840-04-21;1840-04-30;1978;2025-06-21;2025-11-25,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-26.xml
CV-260,Ofício CV-260 — Entrega de couros de munício,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,João Antônio de Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1838-10-18,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;joaquim_pereira_fagundes|https://carlamenegat.github.io/VarelaDigital/person/joaquim_pereira_fagundes|Joaquim Pereira Fagundes,,piratini||Piratini,,1838-10-18;1978;2025-09-15;2025-09-18;2026-01-08,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-260.xml
CV-261,Carta CV-261 – Pedido de recursos a Dom Carlos Fernandez de Quincoze,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Dom Carlos Fernandez de Quincoze,https://carlamenegat.github.io/VarelaDigital/person/quincoze,1838-10-21,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;quincoze|https://carlamenegat.github.io/VarelaDigital/person/quincoze|Quincoze,,piratini||Piratini,,1838-10-21;1978;2025-09-18,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-261.xml
CV-262,Carta CV-262 – Empréstimo registrado em nome de Quincoze,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Carlos Fernandez de Quincoze,https://carlamenegat.github.io/VarelaDigital/person/quincoze,1838-10-21,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;quincoze|https://carlamenegat.github.io/VarelaDigital/person/quincoze|Quincoze,,piratini||Piratini,,1838-10-21;1978;2025-09-19;2026-01-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-262.xml
CV-263,Carta CV-263 – Envio de Antônio José Bonilha para transporte de farinha,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes,1838-10-26,Piratini,,,,antonio_jose_bonilha|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_bonilha|Antônio José Bonilha;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;inacio_guimaraes|https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes|Inácio José de Oliveira Guimarães,ministerio_fazenda|https://carlamenegat.github.io/VarelaDigital/org/ministerio_fazenda|Ministério da Fazenda;secretria_fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretria_fazenda|Secretaria da Fazenda,piratini||Piratini;sao_lourenco||Boqueirão,,1838-10-06;1838-10-26;1838-11-01;1978;2025-09-19;2026-01-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-263.xml
CV-264,Carta CV-264 – Portaria e instruções a Inácio,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio__guimaraes,1838-11-07,Piratini,,,,antonio_jose_abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_abreu|Abreu;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida,,piratini||Piratini,,1838-11-07;1978;2025-09-19;2026-01-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-264.xml
CV-265,Carta CV-265 – Sobre retirada de barricas de farinha da praça,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes,1838-11-09,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida§Domingos José de Almeida;inacio_guimaraes|https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes|Inácio§Inácio José de Oliveira Guimarães,,piratini||Piratini;salso||Salso,,1838-11-07;1838-11-09;1838-11-18;1838-11-28;1978;2025-09-19;2026-01-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-265.xml
CV-266,Carta CV-266 – Sobre valores do empréstimo e conta de Paulo Vicente,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Carlos Fernandez de Quincoze,https://carlamenegat.github.io/VarelaDigital/person/quincoze,1838-11-10,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;quincoze|https://carlamenegat.github.io/VarelaDigital/person/quincoze|Carlos Fernandez de Quincoze,,piratini||Piratini,,1838-11-10;1978;2025-09-19;2026-01-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-266.xml
CV-267,Carta CV-267 – Solicitação de relação de assassinatos perpetrados por forças legalistas,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes,1838-11-19,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;inacio_guimaraes|https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes|Inácio José de Oliveira Guimarães,"ministerio_fazenda|https://carlamenegat.github.io/VarelaDigital/org/ministerio_fazenda|Ministério do Interior, Fazenda e Justiça.",piratini||Piratini;sao_lourenco||Boqueirão,,1838-11-19;1838-11-24;1838-12-13;1978;2025-09-19;2026-01-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-267.xml
CV-268,Carta CV-268 – Circular sobre relação de assassinatos perpetrados por forças legalistas,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Joaquim dos Santos Prado Lima,https://carlamenegat.github.io/VarelaDigital/person/joaquim_prado_lima,1838,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida§Domingos José de Almeida;joaquim_prado_lima|https://carlamenegat.github.io/VarelaDigital/person/joaquim_prado_lima|Joaquim dos Santos Prado Lima,"ministerio_fazenda|https://carlamenegat.github.io/VarelaDigital/org/ministerio_fazenda|Ministério do Interior, Fazenda e Justiça.",alegrete||Alegrete;piratini||Piratini,,1838;1978;2025-09-19;2026-01-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-268.xml
CV-269a,Carta CV-269 – Sobre recibos de couros e acertos de contas,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Manuel Martins Barroso,https://carlamenegat.github.io/VarelaDigital/person/manuel_martins_barroso,1838-11-21,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;jose_jeronimo_amaral|https://carlamenegat.github.io/VarelaDigital/person/jose_jeronimo_amaral|José Jerônimo;manuel_martins_barroso|https://carlamenegat.github.io/VarelaDigital/person/manuel_martins_barroso|Barroso§Manuel Martins Barroso;teodolino_farinha|https://carlamenegat.github.io/VarelaDigital/person/teodolino_farinha|Farinha§Teodolindo,tesouro|https://carlamenegat.github.io/VarelaDigital/org/tesouro|Tesouro,piratini||Piratini,,1838-11-21;1978;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-269.xml
CV-27,Carta CV-27 – Antônio José de Abreu para Domingos José de Almeida,Antônio José de Abreu,https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,,,,,,antonio_jose_abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_abreu|Amigo muito obrigadoAntônio José de Abreu;coronel_leberio|https://carlamenegat.github.io/VarelaDigital/person/coronel_leberio|Coronel Lebério;domingos_jose_de_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_de_almeida|Domingos José de Almeida;jose_mariano_matos|https://carlamenegat.github.io/VarelaDigital/person/jose_mariano_matos|José Mariano,,alegrete||Alegrete;sao_gabriel||São Gabriel,,1840-08-28;1978;2025-06-20;2025-06-22;2025-11-25,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-27.xml
CV-270,Carta CV-270 – Solicitação sobre pagamento de cavalos dados ao Coronel Gama,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bento Gonçalves da Silva,https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves_silva,1838-12-07,Piratini,,,,bento_goncalves_silva|https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves_silva|B. G. Silva;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida,,,,1838-12-07;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-270.xml
CV-271,Carta CV-271 – Acuso de recepção e providências,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1838-12-09,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;joao_antonio_silveira|https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira|João Antônio da Silveira,divisao_direita|https://carlamenegat.github.io/VarelaDigital/org/divisao_direita|Divisão da Direita;secretaria_fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretaria_fazenda|Secretaria da Fazenda,piratini||Piratini,,1838-12-03;1838-12-09;1838-12-9;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-271.xml
CV-272,Carta CV-272 – Domingos José de Almeida a Luís Rossetti,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Luís Rossetti,https://carlamenegat.github.io/VarelaDigital/person/rossetti,1838-12-10,Piratini,,,,carline|https://carlamenegat.github.io/VarelaDigital/person/carline|Carline;cuneo|https://carlamenegat.github.io/VarelaDigital/person/cuneo|Cuneo;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;garibaldi|https://carlamenegat.github.io/VarelaDigital/person/garibaldi|Garibaldis;jose_mariano_cunha|https://carlamenegat.github.io/VarelaDigital/person/jose_mariano_cunha|José Mariano da Cunha;napoleone_castellini|https://carlamenegat.github.io/VarelaDigital/person/napoleone_castellini|Castellini;rossetti|https://carlamenegat.github.io/VarelaDigital/person/rossetti|Luís Rossetti§Rossettis;zambeccari|https://carlamenegat.github.io/VarelaDigital/person/zambeccari|Zambeccaris,,piratini||Piratini,,1838-12-10;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-272.xml
CV-273a,Carta CV-273 – Domingos José de Almeida a Bento Gonçalves da Silva,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bento Gonçalves da Silva,https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves,1838-12-10,Piratini,,,,anacleto_jose_matos|https://carlamenegat.github.io/VarelaDigital/person/anacleto_jose_matos|Matos;antonio_goncalves|https://carlamenegat.github.io/VarelaDigital/person/antonio_goncalves|Antônio Gonçalves;bento_goncalves|https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves|B. G. Silva§Bento Gonçalves da Silva;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida,tesouro|https://carlamenegat.github.io/VarelaDigital/org/tesouro|Tesouro,piratini||Piratini,,1838-12-10;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-273.xml
CV-274,Carta CV-274 – Domingos José de Almeida ao Coronel João Antônio da Silveira,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1838-12-12,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;joao_antonio_silveira|https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira|João Antônio da Silveira,divisao_direita|https://carlamenegat.github.io/VarelaDigital/org/divisao_direita|Divisão da Direita;secretaria_fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretaria_fazenda|Secretaria da Fazenda;tribunal_tesouro|https://carlamenegat.github.io/VarelaDigital/org/tribunal_tesouro|Tribunal do Tesouro,bage||Bagé;fazenda_musica||Fazenda da Música;piratini||Piratini,,1838-12-03;1838-12-12;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-274.xml
CV-275,Carta CV-275 – Demissão de Domingos José de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bento Gonçalves da Silva,https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves,1838-12-14,Piratini,,,,bento_goncalves|https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves|Bento Gonçalves da Silva;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida,republica_rio_grandense|https://carlamenegat.github.io/VarelaDigital/org/republica_rio_grandense|República;secretaria_guerra|https://carlamenegat.github.io/VarelaDigital/org/secretaria_guerra|Secretaria da Guerra;tesouro|https://carlamenegat.github.io/VarelaDigital/org/tesouro|Tesouro,piratini||Piratini,,1838-12-14;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-275.xml
CV-276,Carta CV-276 – Demissão das Secretarias de Estado,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,José da Silva Brandão,https://carlamenegat.github.io/VarelaDigital/person/jose_silva_brandao,1838-12-14,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;jose_silva_brandao|https://carlamenegat.github.io/VarelaDigital/person/jose_silva_brandao|José da Silva Brandão,,piratini||Piratini,,1838-12-14;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-276.xml
CV-277,Ofício CV-277 – Encaminhamento de ofício,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1838-12-27,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;joao_antonio_silveira|https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira|João Antônio da Silveira;joaquim_prado_lima|https://carlamenegat.github.io/VarelaDigital/person/joaquim_prado_lima|Joaquim dos Santos Prado Lima,divisao_direita|https://carlamenegat.github.io/VarelaDigital/org/divisao_direita|Divisão da Direita;secretaria_fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretaria_fazenda|Secretaria da Fazenda,piratini||Piratini,,1838-12-27;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-277.xml
CV-278,Carta CV-278 – Sobre professor de primeiras letras em São Gabriel,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,,,1839-01-09,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida,,piratini||Piratini;sao_gabriel||São Gabriel,,1839-01-09;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-278.xml
CV-279,Carta CV-279 – Sobre rendimentos da Coletoria de São Gabriel e tropas de gado,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1839-01-09,Piratini,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;joao_antonio_silveira|https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira|João Antônio da Silveira;joaquim_correia|https://carlamenegat.github.io/VarelaDigital/person/joaquim_correia|Joaquim de Faria Correia,divisao_direita|https://carlamenegat.github.io/VarelaDigital/org/divisao_direita|Divisão da Direita;secretaria_fazenda|https://carlamenegat.github.io/VarelaDigital/org/secretaria_fazenda|Secretaria da Fazenda,montevideo||Montevidéu;piratini||Piratini;sao_gabriel||São Gabriel,,1839-01-04;1839-01-09;1978;2025-09-19;2025-09-22;2026-01-12,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-279.xml
CV-28,Carta CV-28 – Antônio José de Abreu para Domingos José de Almeida,Antônio José de Abreu,https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_abreu,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1841-03-21,Piratini,,,,antonio_jose_abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_abreu|Antônio José de Abreu;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;dona_joaquina_pavao|https://carlamenegat.github.io/VarelaDigital/person/dona_joaquina_pavao|Dona Joaquina do Pavão;jose_mariano_matos|https://carlamenegat.github.io/VarelaDigital/person/jose_mariano_matos|José Mariano;rolim|https://carlamenegat.github.io/VarelaDigital/person/rolim|Rolim,,erval||Erval;pelotas||Pelotas;piratini||Piratini;sao_gabriel||São Gabriel,,1841-03-21;1841-04-11;1978;2025-06-20;2025-11-25,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-28.xml
